County,FIPS,Population,Total,TotalVotersPerCapita,Week Ending,Democrats,Republicans,Libertarians,Green,NoLabels,Constitution,JusticeForAll,WeThePeople,Unaffiliated,White,Black,AmericanIndian,NativeHawaiian,Asian,Multiracial,Undesignated,Other,Hispanic,Male,Female,UnDisclosedGender
JOHNSTON,101,241955,158553,0.6552995391705069,07/20/2024,39857,58545,1200,53,540,0,0,0,58358,106166,26512,437,18,1000,641,16346,7433,9474,68584,78854,11115
JONES,103,9401,7211,0.7670460589299011,07/20/2024,2431,2369,33,0,12,0,0,0,2366,4447,2020,12,2,21,25,583,101,112,3092,3536,583
LEE,105,67059,40113,0.5981747416454167,07/20/2024,12287,12210,304,14,77,0,0,0,15221,25663,7390,140,5,276,273,3760,2606,3624,16826,20082,3205
LENOIR,107,54895,38731,0.705546953274433,07/20/2024,16211,10637,153,15,170,0,0,0,11545,18992,14927,63,7,103,120,3628,891,940,15616,19504,3611
LINCOLN,109,95675,68794,0.7190384112882153,07/20/2024,11661,32668,414,14,117,0,0,0,23920,57858,3717,89,2,342,151,4878,1757,2237,30496,33213,5085
MACON,113,38412,28852,0.7511194418410914,07/20/2024,4880,12619,195,5,11,0,0,0,11142,26436,203,66,0,121,61,1406,559,609,13350,15007,495
MADISON,115,22071,17234,0.7808436409768474,07/20/2024,4845,4914,113,11,30,0,0,0,7321,15429,127,27,0,51,44,1347,209,192,7552,8129,1553
MARTIN,117,21447,16126,0.7519000326385975,07/20/2024,7516,3540,57,3,12,0,0,0,4998,8584,6267,28,0,24,51,957,215,209,6712,8464,950
MCDOWELL,111,44893,30357,0.676207872051322,07/20/2024,5369,13401,185,10,47,0,0,0,11345,27474,832,35,1,143,130,1139,603,660,13808,15194,1355
MECKLENBURG,119,1163701,805167,0.6919019576334471,07/20/2024,323975,157809,5916,355,1990,0,0,0,315122,410176,244048,2086,63,23572,5041,75787,44394,47492,336699,403852,64616
MITCHELL,121,14999,11310,0.7540502700180012,07/20/2024,1031,6517,48,4,13,0,0,0,3697,10152,42,12,1,17,14,974,98,146,5005,5495,810
MONTGOMERY,123,26085,17232,0.6606095457159287,07/20/2024,4959,6367,86,3,24,0,0,0,5793,12001,2951,46,1,188,44,1333,668,861,7566,8497,1169
MOORE,125,106898,76331,0.714054519261352,07/20/2024,14860,31477,616,18,100,0,0,0,29260,61391,7444,367,6,657,232,3955,2279,1912,33505,39323,3503
NASH,127,96551,69115,0.7158392973661588,07/20/2024,27489,19546,305,11,152,0,0,0,21612,34223,26340,353,4,349,281,5565,2000,1969,28692,34961,5462
NEW HANOVER,129,238852,183417,0.7679106727178336,07/20/2024,50309,54368,1462,74,339,0,0,0,76865,140718,19188,407,15,1523,831,16071,4664,4399,76017,89538,17862
NORTHAMPTON,131,16715,12903,0.771941370026922,07/20/2024,7650,1589,37,3,22,0,0,0,3602,5055,7015,33,0,9,20,678,93,75,5548,6607,748
ONSLOW,133,213676,131156,0.613807821187218,07/20/2024,23728,49158,1808,45,321,0,0,0,56096,88423,19771,495,41,1842,874,12381,7329,8415,55884,64174,11098
ORANGE,135,150626,109706,0.7283337538008047,07/20/2024,50153,13357,543,40,112,0,0,0,45501,75970,11615,238,2,5245,1022,11275,4339,4480,45167,53409,11130
PAMLICO,137,12423,10346,0.8328101102793206,07/20/2024,2720,4215,59,5,10,0,0,0,3337,8059,1415,29,0,41,16,667,119,125,4614,5124,608
PASQUOTANK,139,41444,30920,0.7460669819515491,07/20/2024,10908,7866,223,9,84,0,0,0,11830,17229,10017,44,2,160,167,2583,718,466,13049,15310,2561
PENDER,141,68521,50175,0.7322572641963777,07/20/2024,10662,20264,423,15,85,0,0,0,18726,38598,5769,127,4,225,148,3980,1324,1424,21876,24200,4099
PERQUIMANS,143,13377,10511,0.7857516633026838,07/20/2024,2855,3676,63,2,24,0,0,0,3891,7704,1952,20,2,23,24,670,116,69,4559,5250,702
PERSON,145,39737,27969,0.7038528323728515,07/20/2024,9316,8371,127,9,25,0,0,0,10121,18154,6929,117,2,58,103,2026,580,591,12040,14023,1906
PITT,147,175119,123139,0.7031732707473204,07/20/2024,47709,31042,770,47,259,0,0,0,43312,65410,40719,252,9,1081,687,10395,4586,3676,49689,62263,11187
POLK,149,20060,16875,0.8412263210368893,07/20/2024,3540,6384,112,6,25,0,0,0,6808,14952,579,10,2,54,37,954,287,319,7488,8833,554
RANDOLPH,151,147458,96703,0.6558002956774133,07/20/2024,14694,50198,604,16,155,0,0,0,31036,78513,6180,314,7,723,225,6882,3859,4347,42762,47740,6201
RICHMOND,153,42324,28733,0.6788819582270107,07/20/2024,11636,7672,128,8,68,0,0,0,9221,16822,8880,411,0,153,58,1571,838,645,12522,14779,1432
ROBESON,155,117365,73860,0.6293187918033485,07/20/2024,33981,14116,237,12,170,0,0,0,25344,20354,19157,25322,33,306,469,5212,3007,2341,31502,39152,3206
ROCKINGHAM,157,92518,62246,0.6727988067186926,07/20/2024,17074,24793,332,19,85,0,0,0,19943,43586,11133,98,0,217,174,5751,1287,1371,27597,32368,2281
ROWAN,159,151661,98340,0.6484198310706114,07/20/2024,22161,42076,633,23,288,0,0,0,33159,71359,15460,180,6,527,338,7476,2994,3420,42430,48397,7513
RUTHERFORD,161,65507,46973,0.7170684049032928,07/20/2024,9556,20426,261,8,86,0,0,0,16636,38222,4017,56,0,143,119,3487,929,972,20317,23374,3282
SAMPSON,163,59601,38455,0.6452072951796111,07/20/2024,12460,15581,185,5,116,0,0,0,10108,22249,10022,526,0,99,124,3017,2418,3102,16710,19722,2023
SCOTLAND,165,34376,21921,0.6376832673958576,07/20/2024,9577,4720,78,10,54,0,0,0,7482,9644,8059,1739,15,164,103,1919,278,243,8850,11269,1802
STANLY,167,65699,45172,0.6875599324190627,07/20/2024,8257,21571,215,20,137,0,0,0,14972,34831,4712,81,3,447,63,4181,854,811,19066,21690,4416
STOKES,169,45532,32802,0.720416410436616,07/20/2024,5023,17279,215,11,36,0,0,0,10238,28231,1203,53,1,72,77,2733,432,492,15606,17118,78
SURRY,171,71462,48108,0.6731969438302874,07/20/2024,8912,22643,234,17,48,0,0,0,16254,40824,1695,50,2,132,94,3762,1549,2239,21211,23774,3123
SWAIN,173,13916,9860,0.708536935901121,07/20/2024,2703,3136,70,6,11,0,0,0,3934,7520,96,1554,1,35,33,490,131,87,4499,4953,408
TRANSYLVANIA,175,33549,26520,0.7904855584369131,07/20/2024,5589,8541,149,2,21,0,0,0,12218,23626,729,49,1,91,74,1612,338,275,11611,13318,1591
TYRRELL,177,3461,2291,0.6619474140421844,07/20/2024,983,459,8,0,1,0,0,0,840,1405,633,3,0,20,5,180,45,42,1009,1093,189
UNION,179,256452,180632,0.7043501317985432,07/20/2024,39740,71361,1186,56,309,0,0,0,67980,125264,20065,533,11,4337,797,21140,8485,9413,77017,85423,18192
VANCE,181,42301,28411,0.671638968345902,07/20/2024,15830,5126,106,6,47,0,0,0,7296,11360,14015,61,1,97,102,2015,760,809,11662,14882,1867
WAKE,183,1190275,837349,0.7034920501564764,07/20/2024,286814,177546,6176,328,1828,0,0,0,364657,509652,149591,2158,66,35286,5484,91232,43880,38070,352386,404205,80758
WARREN,185,18836,13312,0.7067317901889998,07/20/2024,7708,2338,38,1,19,0,0,0,3208,5525,6233,528,2,25,45,775,179,135,5699,6829,784
WASHINGTON,187,10713,7965,0.7434892187062447,07/20/2024,4471,1432,22,0,3,0,0,0,2037,3629,3720,9,0,17,15,487,88,65,3336,4159,470
WATAUGA,189,54748,43963,0.80300650252064,07/20/2024,11045,12383,382,50,16,0,0,0,20087,38433,833,61,9,372,435,3018,802,1246,19032,21955,2976
WAYNE,191,118686,75161,0.6332760392969685,07/20/2024,26433,25778,449,19,287,0,0,0,22195,41617,23398,135,4,534,350,5369,3754,3361,31559,37902,5700
WILKES,193,66013,44480,0.6738066744429128,07/20/2024,6582,24377,213,6,58,0,0,0,13244,38861,1607,45,0,135,115,2856,861,1040,19696,21729,3055
WILSON,195,78970,55533,0.7032164112954287,07/20/2024,24505,14059,250,10,139,0,0,0,16570,27158,21895,119,0,287,165,3800,2109,2028,23160,29145,3228
YADKIN,197,37774,25161,0.6660930798962249,07/20/2024,2872,14311,134,6,26,0,0,0,7812,21835,734,23,1,65,39,1648,816,1060,11234,12331,1596
YANCEY,199,18938,14442,0.7625937268982997,07/20/2024,3649,5453,84,5,20,0,0,0,5231,13174,75,27,1,31,24,958,152,167,6520,7065,857
ALAMANCE,001,179165,115085,0.6423408589847347,07/27/2024,36839,36981,691,31,110,0,0,0,40433,74366,23856,265,12,1119,672,9814,4981,6500,48006,58033,9046
ALEXANDER,003,36473,25341,0.6947879253146163,07/27/2024,4034,12283,117,2,28,0,0,0,8877,22192,959,36,1,153,37,1565,398,531,11454,12257,1630
ALLEGHANY,005,11342,8083,0.7126609063657203,07/27/2024,1704,3420,41,0,10,0,0,0,2908,7171,76,8,0,6,17,656,149,252,3610,3869,604
ANSON,007,21897,16390,0.7485043613280358,07/27/2024,8521,3180,58,2,27,0,0,0,4602,6872,6513,35,1,104,22,2636,207,156,6193,7473,2724
ASHE,009,27063,20422,0.7546096146029635,07/27/2024,3657,9341,105,2,19,0,0,0,7298,18789,119,24,2,56,17,1178,237,346,9188,10139,1095
AVERY,011,17561,13038,0.7424406354991173,07/27/2024,1284,7463,65,3,16,0,0,0,4207,11827,64,18,0,24,19,952,134,128,5838,6372,828
BEAUFORT,013,44481,34475,0.7750500213574335,07/27/2024,10124,13022,129,3,32,0,0,0,11165,24118,7154,41,2,63,67,2278,752,719,14757,17310,2408
BERTIE,015,16922,12639,0.7468975298428082,07/27/2024,7544,1743,37,1,6,0,0,0,3308,4604,7073,19,1,32,18,817,75,56,5255,6567,817
BLADEN,017,29484,22862,0.775403608736942,07/27/2024,9008,5577,90,3,28,0,0,0,8156,12672,7505,400,4,23,96,1631,531,627,9861,11616,1385
BRUNSWICK,019,159964,135816,0.8490410342327024,07/27/2024,27465,55039,706,27,160,0,0,0,52419,113231,9133,395,10,546,249,9833,2419,2269,57820,66851,11145
BUNCOMBE,021,275901,212081,0.7686851443090094,07/27/2024,72684,45141,1666,135,364,0,0,0,92091,176115,10415,354,43,1598,1004,16668,5884,5670,90566,105842,15673
BURKE,023,88338,59521,0.6737870452127057,07/27/2024,12240,23952,364,13,64,0,0,0,22888,49603,3094,90,1,971,132,4181,1449,1489,26050,29026,4445
CABARRUS,025,240016,157720,0.6571228584761016,07/27/2024,43932,51681,1228,84,392,0,0,0,60403,98334,32301,407,11,3739,739,14862,7327,7748,66152,77472,14096
CALDWELL,027,80574,54372,0.6748082508005063,07/27/2024,9121,26810,356,7,69,0,0,0,18009,46248,2558,72,0,198,135,4173,988,1210,24016,26649,3707
CAMDEN,029,11137,8613,0.7733680524378199,07/27/2024,1368,3286,72,1,19,0,0,0,3867,7047,936,11,1,35,18,405,160,69,3939,4217,457
CARTERET,031,69615,57400,0.824534942182001,07/27/2024,9208,26322,361,11,67,0,0,0,21431,49672,2248,104,8,312,137,4132,787,777,24929,28118,4353
CASWELL,033,22807,15414,0.6758451352654886,07/27/2024,5880,4388,62,1,10,0,0,0,5073,9575,4561,24,1,30,48,941,234,257,6761,7681,972
CATAWBA,035,164645,113974,0.6922408818974156,07/27/2024,20030,49065,668,28,282,0,0,0,43901,88115,8884,147,5,2629,340,9099,4755,5167,49571,55184,9219
CHATHAM,037,81624,61871,0.7580000980103891,07/27/2024,21053,14629,319,19,76,0,0,0,25775,45375,5929,125,3,1123,258,6914,2144,2468,25481,29624,6766
CHEROKEE,039,29959,23912,0.7981574818919189,07/27/2024,3272,12356,150,3,19,0,0,0,8112,22282,254,119,1,95,33,868,260,264,11289,12133,490
CHOWAN,041,13891,10465,0.7533654884457562,07/27/2024,3575,3215,45,2,16,0,0,0,3612,6837,2843,14,6,16,25,606,118,95,4535,5530,400
CLAY,043,11864,10061,0.8480276466621712,07/27/2024,1379,4908,58,0,2,0,0,0,3714,9453,44,16,0,17,11,441,79,91,4596,5051,414
CLEVELAND,045,101378,68767,0.678322713014658,07/27/2024,19461,26632,423,17,120,0,0,0,22114,47678,13426,91,4,332,226,5772,1238,1149,29181,33884,5702
COLUMBUS,047,50121,37071,0.7396300951696894,07/27/2024,13476,11095,114,5,33,0,0,0,12348,22261,10388,961,4,66,88,2667,636,605,15854,18676,2541
CRAVEN,049,102391,77395,0.7558769813753162,07/27/2024,19824,28659,589,26,145,0,0,0,28152,53853,14346,188,8,1244,280,4995,2481,2290,33145,39307,4943
CUMBERLAND,051,337890,217497,0.643691733996271,07/27/2024,86957,49878,1843,102,657,0,0,0,78060,87652,86418,2385,77,3542,2055,21447,13921,14357,87584,108701,21212
CURRITUCK,053,31593,24503,0.7755831988098629,07/27/2024,3300,10318,218,4,63,0,0,0,10600,21193,1214,46,3,109,76,1376,486,272,11261,11886,1356
DARE,055,38110,33721,0.8848333770663868,07/27/2024,7431,11640,250,13,49,0,0,0,14338,30504,567,37,1,127,61,1794,630,381,15212,16724,1785
DAVIDSON,057,174804,118029,0.6752076611519188,07/27/2024,21167,56631,698,24,254,0,0,0,39255,93381,10980,246,5,917,264,9056,3180,3533,51115,57945,8969
DAVIE,059,44599,32844,0.736429067916321,07/27/2024,4606,16641,158,11,69,0,0,0,11359,27597,1946,44,0,145,81,2320,711,922,14562,16195,2087
DUPLIN,061,49520,31812,0.6424071082390953,07/27/2024,10529,10071,132,10,44,0,0,0,11026,18479,8126,73,2,70,144,3233,1685,2487,13480,15710,2622
DURHAM,063,336892,239501,0.7109132897189604,07/27/2024,124722,23527,1195,102,390,0,0,0,89565,115114,73542,590,41,8860,2673,28139,10542,12328,94093,119384,26024
EDGECOMBE,065,48832,34551,0.7075483289646134,07/27/2024,20184,6693,105,7,71,0,0,0,7491,12048,19192,59,2,47,109,2457,637,668,13925,18194,2432
FORSYTH,067,392921,266793,0.678999086330331,07/27/2024,96837,71238,1651,106,531,0,0,0,96430,160395,65567,512,29,3488,1504,23999,11299,14194,109502,134461,22830
FRANKLIN,069,77001,53203,0.6909390787132634,07/27/2024,16745,16639,384,12,92,0,0,0,19331,33614,12176,145,3,327,192,4857,1889,2071,22239,25471,5493
GASTON,071,237242,158457,0.6679129327859317,07/27/2024,40273,61138,1178,50,514,0,0,0,55304,109677,28215,325,9,1388,647,12454,5742,6463,67670,79480,11307
GATES,073,10343,8396,0.8117567436913855,07/27/2024,3397,2192,39,2,12,0,0,0,2754,5222,2459,18,0,11,42,556,88,57,3637,4147,612
GRAHAM,075,8052,6175,0.7668902136115251,07/27/2024,1049,3141,35,1,1,0,0,0,1948,5599,9,267,1,19,5,231,44,41,2904,3061,210
GRANVILLE,077,62192,40687,0.654215976331361,07/27/2024,15686,11113,226,9,94,0,0,0,13559,23090,11462,77,3,181,190,4363,1321,1250,16516,19076,5095
GREENE,079,20530,10971,0.5343886994641988,07/27/2024,4688,2556,30,1,30,0,0,0,3666,5983,3730,12,0,18,23,708,497,535,4725,5635,611
GUILFORD,081,549866,384701,0.6996268181702451,07/27/2024,154991,89199,2200,136,649,0,0,0,137526,195194,127558,969,34,10042,2704,32697,15503,14923,161057,200006,23638
HALIFAX,083,47298,35948,0.7600321366653982,07/27/2024,20171,4898,106,5,58,0,0,0,10710,13769,18425,1041,5,176,130,1978,424,321,15369,18644,1935
HARNETT,085,141477,88649,0.6265965492624243,07/27/2024,24031,31817,816,39,315,0,0,0,31631,54749,17970,487,17,703,517,9158,5048,5820,36946,43232,8471
HAYWOOD,087,62969,46716,0.7418888659499119,07/27/2024,11722,16502,315,20,60,0,0,0,18097,43089,478,120,0,157,96,2185,591,669,21090,23925,1701
HENDERSON,089,119230,90720,0.7608823282730857,07/27/2024,17137,32431,612,43,149,0,0,0,40348,78667,2421,145,12,553,390,5902,2630,3116,38983,46168,5569
HERTFORD,091,19453,13860,0.7124865059373876,07/27/2024,8708,1610,40,3,16,0,0,0,3483,4480,8305,95,2,42,57,731,148,102,5735,7446,679
HOKE,093,54446,34538,0.6343533041913089,07/27/2024,13759,7630,305,22,65,0,0,0,12757,13487,12859,1994,15,358,249,3088,2488,2556,14861,17670,2007
HYDE,095,4607,3172,0.6885174734100282,07/27/2024,1345,694,16,0,2,0,0,0,1115,2381,563,0,0,1,9,170,48,69,1415,1597,160
IREDELL,097,199710,141628,0.7091682940263382,07/27/2024,27244,58357,882,35,243,0,0,0,54867,109826,15307,225,9,1592,435,9619,4615,5229,62587,69152,9889
JACKSON,099,44574,29683,0.6659263247633149,07/27/2024,8133,8493,250,20,26,0,0,0,12761,24323,598,1526,6,239,170,2147,674,773,12951,14495,2237
JOHNSTON,101,241955,158927,0.6568452811473208,07/27/2024,39925,58657,1200,52,558,0,0,0,58535,106335,26599,436,18,1008,640,16422,7469,9525,68685,79015,11227
JONES,103,9401,7205,0.7664078289543665,07/27/2024,2426,2370,32,0,12,0,0,0,2365,4436,2019,12,2,21,25,588,102,113,3091,3526,588
LEE,105,67059,40119,0.5982642150941708,07/27/2024,12274,12228,303,15,79,0,0,0,15220,25673,7396,141,5,276,273,3743,2612,3622,16830,20090,3199
LENOIR,107,54895,38781,0.7064577830403498,07/27/2024,16226,10652,153,15,177,0,0,0,11558,19005,14942,63,7,104,119,3647,894,944,15633,19529,3619
LINCOLN,109,95675,68911,0.7202613012803762,07/27/2024,11679,32728,413,14,120,0,0,0,23957,57943,3729,88,2,342,151,4897,1759,2238,30536,33265,5110
MACON,113,38412,28893,0.7521868166198064,07/27/2024,4893,12633,195,5,15,0,0,0,11152,26472,203,66,0,121,60,1409,562,611,13367,15028,498
MADISON,115,22071,17270,0.78247474060985,07/27/2024,4849,4922,112,11,30,0,0,0,7346,15458,127,27,0,53,44,1349,212,193,7563,8148,1559
MARTIN,117,21447,16182,0.7545111204364247,07/27/2024,7524,3548,57,3,12,0,0,0,5038,8590,6273,27,0,24,51,1002,215,209,6722,8463,997
MCDOWELL,111,44893,30410,0.6773884569977502,07/27/2024,5363,13426,184,10,47,0,0,0,11380,27513,832,35,1,143,128,1154,604,661,13827,15211,1372
MECKLENBURG,119,1163701,805381,0.692085853668597,07/27/2024,324034,157845,5910,361,2032,0,0,0,315199,410216,244151,2090,63,23580,5029,75781,44471,47525,336738,403969,64674
MITCHELL,121,14999,11309,0.7539835989065937,07/27/2024,1032,6519,48,4,12,0,0,0,3694,10149,42,12,1,17,14,976,98,145,5001,5495,813
MONTGOMERY,123,26085,17248,0.6612229250527123,07/27/2024,4954,6380,86,3,24,0,0,0,5801,12003,2948,47,1,189,44,1347,669,857,7566,8497,1185
MOORE,125,106898,76312,0.713876779733952,07/27/2024,14847,31477,610,17,103,0,0,0,29258,61371,7441,367,6,658,232,3956,2281,1916,33494,39299,3519
NASH,127,96551,69403,0.7188221768806123,07/27/2024,27464,19557,304,11,161,0,0,0,21906,34236,26375,358,4,349,280,5786,2015,1979,28720,34994,5689
NEW HANOVER,129,238852,183538,0.7684172625726391,07/27/2024,50305,54375,1460,76,351,0,0,0,76971,140758,19191,408,15,1525,826,16145,4670,4400,76051,89544,17943
NORTHAMPTON,131,16715,12908,0.7722405025426263,07/27/2024,7650,1595,37,3,22,0,0,0,3601,5060,7019,33,0,9,20,676,91,74,5553,6609,746
ONSLOW,133,213676,131296,0.6144630187760909,07/27/2024,23740,49234,1804,45,328,0,0,0,56145,88572,19780,493,41,1847,871,12337,7355,8435,55975,64247,11074
ORANGE,135,150626,109885,0.7295221276539243,07/27/2024,50145,13379,543,42,117,0,0,0,45659,76059,11638,238,3,5257,1023,11312,4355,4525,45209,53497,11179
PAMLICO,137,12423,10347,0.8328906061337841,07/27/2024,2721,4212,59,5,11,0,0,0,3339,8058,1416,29,0,41,16,667,120,125,4615,5123,609
PASQUOTANK,139,41444,30982,0.7475629765466654,07/27/2024,10893,7880,223,9,86,0,0,0,11891,17241,10014,44,2,160,167,2638,716,466,13046,15317,2619
PENDER,141,68521,50319,0.7343588097079727,07/27/2024,10644,20313,425,17,88,0,0,0,18832,38697,5785,127,4,226,146,3996,1338,1433,21942,24244,4133
PERQUIMANS,143,13377,10508,0.7855273977722957,07/27/2024,2855,3678,63,2,26,0,0,0,3884,7702,1950,20,2,23,24,672,115,70,4558,5246,704
PERSON,145,39737,27991,0.7044064725570627,07/27/2024,9310,8382,125,8,27,0,0,0,10139,18169,6930,117,2,58,101,2030,584,595,12046,14033,1912
PITT,147,175119,123329,0.7042582472490135,07/27/2024,47773,31066,769,48,268,0,0,0,43405,65477,40763,252,9,1082,685,10456,4605,3686,49746,62326,11257
POLK,149,20060,16887,0.8418245264207378,07/27/2024,3538,6388,113,6,27,0,0,0,6815,14958,579,10,2,54,37,959,288,320,7496,8833,558
RANDOLPH,151,147458,96743,0.6560715593592752,07/27/2024,14686,50237,602,16,164,0,0,0,31038,78542,6176,314,7,723,225,6891,3865,4355,42761,47749,6233
RICHMOND,153,42324,28737,0.6789764672526226,07/27/2024,11621,7686,128,8,70,0,0,0,9224,16823,8878,410,1,153,58,1574,840,646,12518,14780,1439
ROBESON,155,117365,73850,0.6292335875260938,07/27/2024,33949,14111,237,12,174,0,0,0,25367,20341,19146,25314,33,305,469,5239,3003,2341,31490,39128,3232
ROCKINGHAM,157,92518,62342,0.6738364426381893,07/27/2024,17080,24805,333,19,94,0,0,0,20011,43614,11154,99,0,219,174,5785,1297,1386,27622,32389,2331
ROWAN,159,151661,98444,0.6491055709773772,07/27/2024,22176,42111,637,24,300,0,0,0,33196,71408,15480,181,6,528,337,7490,3014,3437,42456,48444,7544
RUTHERFORD,161,65507,46998,0.7174500435068007,07/27/2024,9560,20431,265,8,88,0,0,0,16646,38248,4015,56,0,144,119,3483,933,976,20333,23383,3282
SAMPSON,163,59601,38488,0.6457609771648126,07/27/2024,12461,15592,185,5,116,0,0,0,10129,22254,10029,525,0,99,124,3038,2419,3102,16720,19718,2050
SCOTLAND,165,34376,21974,0.639225040726088,07/27/2024,9567,4731,78,12,59,0,0,0,7527,9636,8068,1739,17,164,104,1967,279,245,8863,11269,1842
STANLY,167,65699,45225,0.6883666418058113,07/27/2024,8258,21609,214,21,141,0,0,0,14982,34866,4718,81,6,447,63,4186,858,813,19088,21705,4432
STOKES,169,45532,32853,0.7215365018009312,07/27/2024,5021,17317,214,11,37,0,0,0,10253,28275,1203,53,1,72,77,2737,435,493,15626,17145,82
SURRY,171,71462,48162,0.6739525901877921,07/27/2024,8914,22676,236,17,53,0,0,0,16266,40866,1695,51,2,132,95,3767,1554,2243,21221,23805,3136
SWAIN,173,13916,9867,0.7090399540097729,07/27/2024,2704,3139,69,6,11,0,0,0,3938,7520,96,1559,1,35,31,493,132,88,4499,4957,411
TRANSYLVANIA,175,33549,26515,0.790336522698143,07/27/2024,5576,8543,150,2,22,0,0,0,12222,23624,728,48,1,92,74,1610,338,275,11607,13315,1593
TYRRELL,177,3461,2289,0.6613695463738803,07/27/2024,981,459,8,0,1,0,0,0,840,1405,631,3,0,20,5,180,45,42,1009,1091,189
UNION,179,256452,180749,0.7048063575249949,07/27/2024,39736,71445,1187,56,319,0,0,0,68006,125158,20068,532,11,4338,797,21348,8497,9423,76970,85382,18397
VANCE,181,42301,28420,0.6718517292735396,07/27/2024,15834,5124,105,6,51,0,0,0,7300,11361,14021,60,1,97,101,2012,767,813,11662,14891,1867
WAKE,183,1190275,837850,0.7039129612904581,07/27/2024,286967,177646,6163,329,1873,0,0,0,364872,510161,149713,2162,66,35379,5465,90857,44047,38184,352581,404707,80562
WARREN,185,18836,13320,0.7071565088129115,07/27/2024,7701,2348,37,1,19,0,0,0,3214,5537,6225,527,2,25,45,779,180,137,5700,6831,789
WASHINGTON,187,10713,7966,0.7435825632409222,07/27/2024,4468,1434,22,0,4,0,0,0,2038,3628,3721,9,0,17,15,488,88,65,3338,4156,472
WATAUGA,189,54748,43884,0.8015635274347921,07/27/2024,10998,12373,382,51,17,0,0,0,20063,38383,828,61,8,371,429,3000,804,1241,19021,21913,2950
WAYNE,191,118686,75225,0.6338152772862848,07/27/2024,26444,25794,448,19,302,0,0,0,22218,41648,23413,134,4,535,349,5374,3768,3376,31591,37916,5718
WILKES,193,66013,44533,0.6746095466044567,07/27/2024,6581,24410,210,6,62,0,0,0,13264,38904,1611,45,0,135,115,2859,864,1041,19708,21756,3069
WILSON,195,78970,55593,0.7039761934911992,07/27/2024,24522,14079,251,10,142,0,0,0,16589,27175,21916,119,0,287,164,3806,2126,2049,23174,29181,3238
YADKIN,197,37774,25182,0.6666490178429607,07/27/2024,2868,14326,133,6,26,0,0,0,7823,21852,734,23,1,65,39,1650,818,1060,11238,12339,1605
YANCEY,199,18938,14448,0.7629105502164959,07/27/2024,3650,5459,85,5,20,0,0,0,5229,13179,75,27,1,31,24,959,152,167,6515,7072,861
ALAMANCE,001,179165,115077,0.6422962074065806,08/03/2024,36834,36985,692,31,114,0,0,0,40421,74355,23855,265,12,1119,671,9812,4988,6503,48001,58026,9050
ALEXANDER,003,36473,25338,0.6947056726893867,08/03/2024,4033,12272,118,2,29,0,0,0,8884,22182,960,36,1,153,37,1568,401,533,11445,12256,1637
ALLEGHANY,005,11342,8088,0.7131017457238582,08/03/2024,1705,3424,40,0,11,0,0,0,2908,7173,76,8,0,6,17,659,149,252,3611,3871,606
ANSON,007,21897,16386,0.7483216879024523,08/03/2024,8501,3192,58,2,27,0,0,0,4606,6872,6507,35,1,103,22,2636,210,156,6192,7470,2724
ASHE,009,27063,20428,0.7548313195137273,08/03/2024,3647,9342,106,2,19,0,0,0,7312,18796,119,24,2,55,17,1178,237,347,9196,10137,1095
AVERY,011,17561,13048,0.7430100791526678,08/03/2024,1281,7468,64,3,16,0,0,0,4216,11837,64,18,0,24,19,952,134,128,5844,6377,827
BEAUFORT,013,44481,34492,0.7754322070097345,08/03/2024,10120,13033,129,3,33,0,0,0,11174,24136,7153,41,2,62,67,2278,753,722,14765,17317,2410
BERTIE,015,16922,12660,0.7481385179056849,08/03/2024,7538,1749,37,1,8,0,0,0,3327,4606,7079,19,1,31,18,828,78,57,5254,6574,832
BLADEN,017,29484,23014,0.7805589472256139,08/03/2024,8996,5598,92,4,33,0,0,0,8291,12690,7526,403,4,25,97,1738,531,632,9900,11637,1477
BRUNSWICK,019,159964,136039,0.8504350978970269,08/03/2024,27509,55145,705,26,166,0,0,0,52488,113420,9141,397,10,548,248,9842,2433,2281,57913,66968,11158
BUNCOMBE,021,275901,211998,0.7683843117640023,08/03/2024,72576,45142,1657,141,367,0,0,0,92115,175993,10405,354,43,1602,1008,16704,5889,5671,90520,105749,15729
BURKE,023,88338,59563,0.6742624917928864,08/03/2024,12248,23968,365,13,65,0,0,0,22904,49642,3100,90,1,970,132,4173,1455,1494,26066,29048,4449
CABARRUS,025,240016,157797,0.6574436704219718,08/03/2024,43947,51675,1226,86,408,0,0,0,60455,98330,32328,408,11,3745,741,14884,7350,7766,66182,77494,14121
CALDWELL,027,80574,54421,0.6754163874202597,08/03/2024,9130,26833,356,9,75,0,0,0,18018,46245,2562,72,0,198,135,4220,989,1209,24028,26678,3715
CAMDEN,029,11137,8624,0.7743557510999372,08/03/2024,1374,3286,71,1,20,0,0,0,3872,7048,939,11,1,35,18,412,160,69,3944,4215,465
CARTERET,031,69615,57449,0.8252388134741075,08/03/2024,9213,26344,362,12,66,0,0,0,21452,49724,2246,104,8,313,136,4125,793,781,24949,28144,4356
CASWELL,033,22807,15430,0.6765466742666725,08/03/2024,5876,4401,63,1,12,0,0,0,5077,9587,4559,24,1,30,48,943,238,260,6768,7687,975
CATAWBA,035,164645,114082,0.6928968386528592,08/03/2024,20034,49089,666,29,288,0,0,0,43976,88206,8888,148,5,2632,337,9097,4769,5179,49612,55229,9241
